일련번호,조사서번호,사망자수,부상자수,인명피해수,재산피해금액,상급기관명,소방서명,서센터명,소방지역대명,화재발생일자,화재발생시간,접수일자,접수시각,위치정보X,위치정보Y,출동일자,출동시각,현장도착일자,현장도착시각,초진일자,초진시각,완진일자,완진시간,귀소일자,귀소시각,출동소요시간,화재진압시간,현장소방서거리,현장안전센터거리,현장소방지역대거리,시도명,시군구명,읍면동명,읍면동구분명,번지,도로명,시설장소대분류명,시설장소중분류명,시설장소소분류명,화재유형명,발화지점,발화원인,발화열원명,발화요인소분류명,발화요인대분류명,발화열원소분류명,최초착화물대분류명,최초착화물소분류명,연소확대물대분류명,연소확대물소분류명,발생원인,전체인력수합계,동원소방력수,동원의용소방력수,동원경찰수,동원일반직수,동원군인수,동원전기가스유관기관수,기타동원명수,동원장비수,날씨,온도,습도,시간단위풍속,시간단위풍향,특보내용
28,2E+14,0,0,0,0,강원소방본부,횡성소방서,우천119안전센터,,20200404,55000,20200404,55022,128.0787,37.4867,20200404,55122,20200404,60302,20200404,72738,20200404,72738,20200404,72738,1140,12436,12,6,0,강원도,횡성군,우천면,산전리,239-1,,임야,산불,사유림,임야,산아래,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,불씨/불꽃/화원방치,종이/목재/건초등,풀/나뭇잎,,,,46,18,0,3,0,0,5,20,12,맑음,2,81,45,4,풍랑주의보
29,2E+14,0,0,0,0,강원소방본부,춘천소방서,신북119안전센터,,20200404,44900,20200404,44924,127.6808,37.9785,20200404,44946,20200404,50829,20200404,182653,20200404,95101,20200405,61000,1843,44232,20,18,0,강원도,춘천시,사북면,송암리,50,가일길40-14,임야,산불,사유림,임야,산아래,미상,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,건초,,,,133,18,5,4,20,0,56,30,20,맑음,15,14,315,4,
30,2E+14,0,0,0,4400,강원소방본부,영월소방서,주천119안전센터,,20200408,123900,20200408,123914,128.231,37.2899,20200408,123956,20200408,125444,20200408,135650,20200408,44050,20200408,45138,1448,34606,31,5,0,강원도,영월군,주천면,도천리,116,비산길72-14,임야,산불,사유림,임야,산아래,논/밭두렁,불꽃/불티,용접/절단/연마,부주의,용접/절단/연마,기타,기타,,,,146,35,10,22,20,0,59,0,35,맑음,14,11,270,8,
31,2E+14,0,0,0,0,강원소방본부,원주소방서,태장119안전센터,소초119지역대,20200408,13400,20200408,13440,128.0016,37.3618,20200408,13506,20200408,14538,20200408,144025,20200408,31152,20200408,35554,1032,12614,8,9,9,강원도,원주시,소초면,흥양리,120,살대울모래기길273,임야,산불,사유림,임야,산아래,기타,불꽃/불티,모닥불/연탄/숯,부주의,불씨/불꽃/화원방치,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,나무,가연성물질의급격한연소/기상(건조/강풍등),96,36,10,7,10,0,0,33,19,맑음,10,23,315,4,건조경보
32,2E+14,0,0,0,56,강원소방본부,영월소방서,영월119안전센터,,20200409,24100,20200409,24135,128.5093,37.2222,20200409,24312,20200409,25727,20200409,151458,20200409,32238,20200409,41035,1415,2511,12,12,0,강원도,영월군,영월읍,삼옥리,53,,임야,산불,사유림,임야,산중턱,기타,작동기기,불꽃/스파크/정전기,전기적요인,누전/지락,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,가연성물질의급격한연소/기상(건조/강풍등),72,20,9,6,0,0,37,0,12,맑음,15,20,270,,
33,2E+14,0,0,0,0,강원소방본부,영월소방서,영월119안전센터,,20200410,44000,20200410,44055,128.5052,37.2259,20200410,44300,20200410,45805,20200410,52406,20200410,54413,20200410,63219,1505,4608,12,12,0,강원도,영월군,영월읍,삼옥리,53,,임야,산불,사유림,임야,산중턱,기타,불꽃/불티,불꽃/불티,기타,기타,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,가연성물질의급격한연소/화재인지/신고지연,52,18,0,4,0,0,30,0,9,맑음,4,75,270,4,
34,2E+14,0,0,0,710,강원소방본부,원주소방서,신림119안전센터,,20200410,114700,20200410,114754,128.062,37.2066,20200410,114859,20200410,115911,20200410,133235,20200410,20838,20200410,25715,1012,20927,23,6,0,강원도,원주시,신림면,구학리,351-2,방학동길110,임야,산불,사유림,임야,산아래,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,목재/합판,,,,124,37,25,7,20,0,35,0,23,맑음,11,38,90,4,
35,2E+14,0,0,0,0,강원소방본부,평창소방서,진부119안전센터,,20200410,115600,20200410,115638,128.5446,37.6822,20200410,115708,20200410,120931,20200410,130057,20200410,13653,20200410,20731,1223,12722,46,7,0,강원도,평창군,진부면,두일리,82,두일길415-4,임야,산불,사유림,임야,산아래,기타,담뱃불/라이터불,라이터불/성냥불,부주의,쓰레기소각,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,,128,27,17,6,16,0,38,24,23,맑음,7,30,45,4,
36,2E+14,0,0,0,0,강원소방본부,횡성소방서,우천119안전센터,,20200411,23400,20200411,23428,128.1033,37.4578,20200411,23539,20200411,24201,20200411,150735,20200411,32801,20200411,40500,622,4600,15,3,0,강원도,횡성군,우천면,상대리,78,,임야,산불,사유림,임야,산정상,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,가연성물질의급격한연소,51,17,0,6,8,0,20,0,8,맑음,15,32,270,4,
37,2E+14,0,0,0,0,강원소방본부,화천소방서,사내119안전센터,,20200413,71500,20200413,71505,127.4844,38.0575,20200413,71530,20200413,72220,20200413,200300,20200413,82800,20200413,113359,650,10540,33,5,0,강원도,화천군,사내면,광덕리,,포화로871-6,임야,산불,사유림,임야,산아래,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,풀/나뭇잎,,,,329,18,36,8,7,260,0,0,7,맑음,7,32,135,4,
38,2E+14,0,0,0,0,강원소방본부,철원소방서,김화119안전센터,,20200414,40000,20200414,40047,127.3961,38.1481,20200414,40509,20200414,42557,20200414,85000,20200415,120000,20200415,45356,2048,193403,14,15,5,강원도,철원군,서면,자등리,221,,임야,산불,국유림,임야,산아래,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,395,22,88,4,10,0,271,0,27,맑음,21,0,180,4,
39,2E+14,0,0,0,0,강원소방본부,원주소방서,문막119안전센터,부론119지역대,20200415,84800,20200415,84826,127.7594,37.2292,20200415,84929,20200415,85523,20200415,91237,20200415,95011,20200415,102638,554,5448,35,12,3,강원도,원주시,부론면,흥호리,392-1,,임야,산불,사유림,임야,산중턱,기타,불꽃/불티,용접/절단/연마,부주의,용접/절단/연마,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,원거리소방서,88,20,25,2,16,0,0,25,12,맑음,7,55,45,4,
40,2E+14,0,0,0,0,강원소방본부,평창소방서,대화119안전센터,,20200415,25000,20200415,25015,128.3883,37.4841,20200415,25117,20200415,31125,20200415,161156,20200415,43056,20200415,85056,2008,11931,19,15,0,강원도,평창군,대화면,개수리,541,,임야,산불,사유림,임야,산아래,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,206,26,0,20,50,0,80,30,17,맑음,18,39,90,4,
41,2E+14,0,0,0,20240,강원소방본부,철원소방서,태봉119안전센터,,20200416,13800,20200416,13800,,,20200416,13900,20200416,20358,20200416,41732,20200416,33032,20200417,33032,2458,12634,18,18,0,강원도,철원군,갈말읍,정연리,60,,임야,산불,국유림,임야,미상,미상,미상,미상,미상,미상,미상,미상,,,,192,76,0,0,16,100,0,0,36,맑음,12,64,225,4,
42,2E+14,0,0,0,213,강원소방본부,강릉소방서,내곡119안전센터,,20200422,14800,20200422,14833,128.7847,37.7607,20200422,14906,20200422,20640,20200422,142141,20200422,25208,20200422,43615,1734,4528,16,15,0,강원도,강릉시,성산면,보광리,324,,임야,산불,사유림,임야,산아래,기타,화학적발화열,화학반응열,화학적요인,자연발화,종이/목재/건초등,목재/합판,종이/목재/건초등,목재/합판,화재인지/신고지연,196,48,36,4,0,0,108,0,14,맑음,7,37,225,12,
43,2E+14,0,0,0,0,강원소방본부,인제소방서,인제119안전센터,,20200422,22100,20200422,22156,128.1292,38.1431,20200422,22237,20200422,23538,20200422,163950,20200422,43950,20200422,43950,1301,20412,18,14,0,강원도,인제군,인제읍,가아리,445-1,,임야,산불,국유림,임야,산아래,기타,불꽃/불티,굴뚝아궁이,부주의,불씨/불꽃/화원방치,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,,137,20,0,12,14,0,6,85,15,흐림,6,37,225,8,
44,2E+14,0,0,0,7700,강원소방본부,철원소방서,태봉119안전센터,,20200424,112500,20200424,112545,,,20200424,112753,20200424,120852,20200424,142635,20200424,34035,20200424,40435,4059,33143,5,5,0,강원도,철원군,갈말읍,문혜리,118,,임야,산불,사유림,임야,산중턱,미상,미상,미상,미상,미상,미상,미상,,,,112,16,16,1,24,0,0,55,14,맑음,13,41,135,4,건조주의보
45,2E+14,0,0,0,0,강원소방본부,춘천소방서,강촌119안전센터,,20200424,10700,20200424,10712,,,20200424,10852,20200424,14901,20200424,173832,20200424,53832,20200424,53832,4009,34931,39,21,0,강원도,춘천시,남면,관천리,1,,임야,산불,사유림,임야,산아래,기타,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,0,0,0,0,0,0,0,0,0,맑음,15,26,315,4,
46,2E+14,0,0,0,0,강원소방본부,춘천소방서,후평119안전센터,,20200426,12600,20200426,12607,128.6711,37.3819,20200426,12702,20200426,13847,20200426,155901,20200426,305901,20200426,35901,1145,22014,7,7,0,강원도,춘천시,동면,감정리,118-1,,임야,산불,사유림,임야,산정상,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,69,12,0,7,20,0,30,0,13,맑음,18,24,315,4,
47,2E+14,0,0,0,0,강원소방본부,횡성소방서,공근119안전센터,,20200427,112800,20200427,112818,127.9641,37.5407,20200427,112910,20200427,113827,20200427,3005,20200427,124008,20200427,15009,917,10141,9,5,0,강원도,횡성군,공근면,학담리,산7,,임야,산불,사유림,임야,산정상,입산자실화,미상,미상,부주의,부주의,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기타/화재인지/신고지연,64,17,12,5,10,0,0,20,11,비,14,49,180,4,
48,2E+14,0,0,0,0,강원소방본부,원주소방서,문막119안전센터,부론119지역대,20200429,45600,20200429,45600,127.8129,37.1635,20200429,45600,20200429,51446,20200429,172152,20200429,530954,20200429,55623,1846,2508,33,27,13,강원도,원주시,부론면,단강리,244-1,,임야,산불,사유림,임야,산아래,담뱃불,담뱃불/라이터불,담뱃불,부주의,쓰레기소각,쓰레기류,쓰레기,,,,32,20,0,2,0,0,10,0,7,맑음,21,29,225,,
49,2E+14,0,0,0,0,강원소방본부,홍천소방서,서석119안전센터,,20200430,22700,20200430,22738,,,20200430,22854,20200430,24557,20200430,170000,20200430,500000,20200430,60653,1703,21403,25,9,0,강원도,홍천군,서석면,어론리,132-1,,임야,산불,국유림,임야,산정상,미상,미상,미상,미상,미상,미상,미상,,,,133,16,35,3,48,0,0,31,15,맑음,23,33,225,4,건조주의보
50,2E+14,0,0,0,247,강원소방본부,원주소방서,문막119안전센터,지정119지역대,20200430,60500,20200430,60552,127.8196,37.4347,20200430,61430,20200430,64019,20200430,191918,20200430,703010,20200430,82010,2549,4951,32,17,14,강원도,원주시,지정면,판대리,,구재로470,임야,산불,사유림,임야,산정상,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,57,12,0,6,9,0,0,30,15,맑음,24,43,270,8,
51,2.01E+14,0,0,0,0,강원소방본부,춘천소방서,후평119안전센터,,20200501,24700,20200501,24735,,,20200501,24913,20200501,31908,20200501,154000,20200501,45843,20200501,45843,2955,13935,18,18,0,강원도,춘천시,동면,상걸리,53,,임야,산불,국유림,임야,산중턱,입산자실화,불꽃/불티,불꽃/불티,부주의,부주의,종이/목재/건초등,풀/나뭇잎,,,,77,14,0,4,20,0,0,39,6,맑음,27,45,225,4,
52,2.01E+14,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,동면119지역대,20200501,32100,20200501,32156,128.0345,37.6654,20200501,32233,20200501,33537,20200501,161000,20200502,84000,20200502,84100,1304,50423,14,14,11,강원도,홍천군,동면,노천리,151,,임야,산불,사유림,임야,산정상,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,112,13,42,5,20,0,0,32,13,맑음,28,37,225,4,
53,2.01E+14,0,0,0,0,강원소방본부,철원소방서,김화119안전센터,,20200503,125100,20200503,125138,127.4311,38.1675,20200503,125243,20200503,11026,20200503,153006,20200503,504006,20200503,64055,1743,42940,18,17,0,강원도,철원군,근북면,유곡리,,,임야,산불,국유림,임야,산중턱,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등),134,13,0,0,21,100,0,0,37,맑음,26,53,270,4,
54,2.01E+14,0,0,0,0,강원소방본부,철원소방서,동송119안전센터,,20200506,112600,20200506,112643,127.1609,38.2389,20200506,112816,20200506,113919,20200506,5341,20200506,12041,20200506,20241,1103,14122,18,10,0,강원도,철원군,철원읍,율이리,199-1,,임야,산불,국유림,임야,산아래,기타,불꽃/불티,용접/절단/연마,부주의,용접/절단/연마,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등),71,23,15,4,27,2,0,0,21,맑음,21,42,135,4,
55,2.01E+14,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,,20200508,25000,20200508,25035,127.8297,37.6592,20200508,25105,20200508,30042,20200508,151059,20200508,303059,20200508,64159,937,3017,9,9,0,강원도,홍천군,홍천읍,상오안리,,,임야,산불,국유림,임야,산아래,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,22,10,0,2,0,0,10,0,6,맑음,27,11,270,,
56,2.01E+14,0,0,0,0,강원소방본부,춘천소방서,신북119안전센터,,20200531,73400,20200531,73403,127.7439,37.9574,20200531,75420,20200531,80431,20200531,212021,20200531,92021,20200531,92021,1011,11550,11,6,0,강원도,춘천시,신북읍,산천리,12-62,순환대로2365,임야,산불,사유림,임야,산중턱,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,쓰레기류,쓰레기,,,,20,18,0,2,0,0,0,0,6,맑음,25,54,225,4,
57,2.01E+14,0,0,0,0,강원소방본부,춘천소방서,후평119안전센터,,20200608,31500,20200608,31524,127.7114,37.845,20200608,31550,20200608,35613,20200608,181517,20200608,61517,20200608,71117,4023,21904,59,59,15,강원도,춘천시,동면,품걸리,,,임야,산불,국유림,임야,산정상,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,49,15,0,0,0,0,34,0,10,맑음,32,45,270,4,
58,2.01E+14,0,0,0,0,강원소방본부,춘천소방서,후평119안전센터,,20200613,30700,20200613,30719,127.7844,37.9374,20200613,31444,20200613,33102,20200613,170000,20200613,60259,20200613,64210,1618,23157,8,8,0,강원도,춘천시,동면,월곡리,,,임야,산불,국유림,임야,산중턱,입산자실화,미상,미상,미상,미상,미상,미상,,,,87,14,15,9,29,0,20,0,19,맑음,34,25,270,4,
59,2.01E+14,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,,20200623,100100,20200623,100131,127.8772,37.6817,20200623,100505,20200623,101216,20200623,112052,20200623,112052,20200623,30852,711,10836,10,10,5,강원도,홍천군,동면,속초리,산271,,임야,산불,국유림,임야,산정상,미상,미상,미상,미상,미상,미상,미상,,,,133,16,35,3,48,0,0,31,15,맑음,28,59,270,4,
60,2.01E+14,0,0,0,200,강원소방본부,동해소방서,북삼119안전센터,삼화119지역대,20200623,64100,20200623,64102,129.0202,37.4632,20200623,64110,20200623,73200,20200623,201100,20200623,904500,20200623,95000,5050,21300,12,9,4,강원도,동해시,삼화동,,858-8,,임야,산불,국유림,임야,산정상,미상,미상,미상,미상,미상,기타,기타,종이/목재/건초등,풀/나뭇잎,,46,5,0,0,0,0,41,0,37,맑음,20,83,45,4,
61,2.01E+14,0,0,0,0,강원소방본부,횡성소방서,공근119안전센터,,20200703,41700,20200703,41755,127.9544,37.5089,20200703,41913,20200703,42528,20200703,162909,20200703,403540,20200703,45557,615,1012,5,3,0,강원도,횡성군,횡성읍,학곡리,,,임야,산불,사유림,임야,산중턱,기타,불꽃/불티,용접/절단/연마,부주의,용접/절단/연마,종이/목재/건초등,종이/목재/건초등,종이/목재/건초등,종이/목재/건초등,,29,27,0,2,0,0,0,0,9,맑음,27,36,135,4,
62,2.01E+14,0,0,0,0,강원소방본부,춘천소방서,신북119안전센터,,20201006,14800,20201006,14803,127.7583,38.0161,20201006,30827,20201006,33559,20201006,165400,20201006,405600,20201006,50353,2732,12001,30,21,0,강원도,춘천시,사북면,고성리,102-1,용화산로76-117,임야,산불,국유림,임야,산정상,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,61,19,0,4,20,0,0,18,18,맑음,18,41,225,4,
63,2.01E+14,0,0,0,0,강원소방본부,홍천소방서,서석119안전센터,,20201009,45000,20201009,45042,128.1833,37.7119,20201009,45205,20201009,45654,20201009,213820,20201009,120000,20201010,120000,449,70306,33,3,0,강원도,홍천군,서석면,풍암리,,,임야,산불,국유림,임야,산중턱,입산자실화,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,51,12,0,3,0,0,36,0,7,맑음,18,56,45,4,풍랑주의보
64,2.01E+14,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,,20201011,71100,20201011,71134,128.0008,37.7539,20201011,71245,20201011,72409,20201011,3647,20201011,123647,20201011,123647,1124,51238,16,16,7,강원도,홍천군,화촌면,군업리,산359,,임야,산불,국유림,임야,산중턱,미상,미상,미상,미상,미상,미상,미상,,,,45,7,0,6,0,0,0,32,11,맑음,8,94,180,4,
65,2.01E+14,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,,20201013,23800,20201013,23829,128.0027,37.7573,20201013,24124,20201013,25516,20201013,164019,20201013,405940,20201013,45940,1352,20424,17,17,8,강원도,홍천군,화촌면,군업리,10,군업안말길54번길32-21,임야,산불,국유림,임야,산중턱,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,86,5,23,0,8,0,49,1,12,맑음,18,51,225,4,
66,2.01E+14,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,,20201018,13600,20201018,13657,128.0033,37.7568,20201018,13657,20201018,15525,20201018,152621,20201018,50921,20201018,50921,1828,31356,16,16,0,강원도,홍천군,화촌면,군업리,10,,임야,산불,국유림,임야,산정상,미상,미상,미상,미상,미상,미상,미상,,,,38,7,10,4,0,0,6,11,7,맑음,18,42,270,4,
67,2.01E+14,0,0,0,0,강원소방본부,고성소방서,거진119안전센터,현내119지역대,20201025,115800,20201025,115800,,,20201025,120000,20201025,121800,20201025,155500,20201025,35500,20201025,45300,1800,33700,27,21,11,강원도,고성군,현내면,명호리,,통일전망대로455,임야,산불,국유림,임야,산정상,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,156,20,0,6,25,86,0,19,24,맑음,20,20,270,4,
